,"26-ene-2022"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"AMXL","AMERICA MOVIL L","Equity","14.63","19.81","424,279,747.00","8,404,981,788.07","8,404,981,788.07","Comunicación","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","11.36","69.40","94,073,501.00","6,528,700,969.40","6,528,700,969.40","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFNORTEO","GPO FINANCE BANORTE","Equity","10.40","131.31","45,532,623.00","5,978,888,726.13","5,978,888,726.13","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","9.78","164.75","34,127,125.00","5,622,443,843.75","5,622,443,843.75","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","8.85","87.88","57,850,729.00","5,083,922,064.52","5,083,922,064.52","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","6.13","12.53","281,218,151.00","3,523,663,432.03","3,523,663,432.03","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","3.24","39.64","47,003,394.00","1,863,214,538.16","1,863,214,538.16","Comunicación","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Equity","3.03","270.09","6,451,836.00","1,742,576,385.24","1,742,576,385.24","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BIMBOA","GRUPO BIMBO A","Equity","2.98","62.39","27,434,873.00","1,711,661,726.47","1,711,661,726.47","Productos básicos de consumo","2392471","MXP495211262","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.56","402.65","3,654,263.00","1,471,388,996.95","1,471,388,996.95","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","2.56","1,356.43","1,083,893.00","1,470,224,981.99","1,470,224,981.99","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Equity","1.88","110.70","9,757,058.00","1,080,106,320.60","1,080,106,320.60","Productos básicos de consumo","BHHP0S4","MX01KO000002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Equity","1.81","26.88","38,769,170.00","1,042,115,289.60","1,042,115,289.60","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.69","123.61","7,866,218.00","972,343,206.98","972,343,206.98","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GRUMAB","GRUMA","Equity","1.63","252.87","3,701,321.00","935,953,041.27","935,953,041.27","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Equity","1.54","47.35","18,726,230.00","886,686,990.50","886,686,990.50","Materiales","BH3T8K8","MX01OR010004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.41","30.67","26,466,692.00","811,733,443.64","811,733,443.64","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","1.39","14.58","54,720,891.00","797,830,590.78","797,830,590.78","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.19","133.80","5,112,629.00","684,069,760.20","684,069,760.20","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.01","149.08","3,883,891.00","579,010,470.28","579,010,470.28","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","0.94","37.48","14,368,954.00","538,548,395.92","538,548,395.92","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.93","35.58","15,018,871.00","534,371,430.18","534,371,430.18","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","0.87","219.36","2,289,058.00","502,127,762.88","502,127,762.88","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.83","47.79","10,007,245.00","478,246,238.55","478,246,238.55","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.83","57.01","8,380,921.00","477,796,306.21","477,796,306.21","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Equity","0.80","37.89","12,193,175.00","461,999,400.75","461,999,400.75","Inmobiliario","B8F6ZF8","MX01VE0M0003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.77","149.88","2,945,935.00","441,536,737.80","441,536,737.80","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"Q*","QUALITAS CONTROLADORA","Equity","0.69","104.85","3,771,159.00","395,406,021.15","395,406,021.15","Financieros","BYMXF65","MX01Q0000008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.66","40.79","9,347,266.00","381,274,980.14","381,274,980.14","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"SITESB.1","TELESITES B-1","Equity","0.64","21.54","17,165,667.00","369,748,467.18","369,748,467.18","Comunicación","BD0G5P8","MX01SI080038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.61","63.77","5,511,740.00","351,483,659.80","351,483,659.80","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.61","95.69","3,667,996.00","350,990,537.24","350,990,537.24","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BOLSAA","BOLSA MEXICANA DE VALORES","Equity","0.53","34.87","8,751,741.00","305,173,208.67","305,173,208.67","Financieros","B39VVF6","MX01BM1B0000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.47","19.72","13,823,166.00","272,592,833.52","272,592,833.52","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.47","113.08","2,375,948.00","268,672,199.84","268,672,199.84","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.26","100.00","147,428,651.00","147,428,651.05","147,428,651.05","Liquidez","-","-","-","México","MXN","MXN","1.00"
 
